sampleID_FIELD	trapID	sampleID_LAB	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	processing_group	sample_accession_ENA	sample_status
SMHLSC	TAHDZD	H201225	2.9624	Marojejy	08:31:40_PM	18/12/2019	Marojejy	10:09:42_PM	25/12/2019	10178	good	Sweden	ERS16375504	sample processed and sequenced
SYQQSF	TKDVTA	H201226	2.2054	Tsitongambarika	03:20:00_PM	11/12/2019	Tsitongambarika	05:57:26_AM	19/12/2019	10957	good	Sweden	ERS16375698	sample processed and sequenced
SFQIUU	THYGHQ	H201227	6.2634	Kirindy_Mitea	01:56:42_AM	19/12/2019	Kirindy_Mitea	06:17:00_PM	25/12/2019	9620	good	Sweden	ERS16375404	sample processed and sequenced
SCNYSM	TEGSKQ	H201228	5.6964	Ambatovy	08:55:36_AM	13/11/2019	Ambatovy	10:06:00_AM	20/11/2019	10150	good	Sweden	ERS16375371	sample processed and sequenced
SLKDYQ	THYGHQ	H201229	4.4694	Kirindy_Mitea	02:25:29_AM	4/3/2020	Kirindy_Mitea	06:21:45_AM	11/3/2020	10316	good	Sweden	ERS16375488	sample processed and sequenced
SDVETF	TRKQU5	H201232	1.6214	Ankarana	01:00:00_PM	17/6/2020	Ankarana	06:36:27_AM	24/6/2020	9696	good	Sweden	ERS16375383	sample processed and sequenced
SSQB3S	TK4SS2	H201236	1.7014	Bekopaka	03:16:53_PM	14/8/2019	Bekopaka	01:47:21_PM	21/8/2019	9990	good	Sweden	ERS16375594	sample processed and sequenced
SPRXIP	TRKQU5	H201245	1.7844	Ankarana	03:45:35_PM	6/11/2019	Ankarana	03:52:21_PM	13/11/2019	10087	good	Sweden	ERS16375541	sample processed and sequenced
SSFTCH	THGFVB	H201246	2.0944	Mahabo	07:36:03_AM	17/6/2020	Mahabo	10:04:08_AM	24/6/2020	10228	acceptable	Sweden	ERS16375592	sample processed and sequenced
SIXSZX	TQKQRH	H201247	1.6974	Masoala	06:31:00_PM	22/4/2020	Masoala	04:27:00_PM	29/4/2020	9956	good	Sweden	ERS16375452	sample processed and sequenced
SVSYCU	TUAPDE	H201237	1.8944	Montagne_d'Ambre	07:56:48_PM	26/2/2020	Montagne_d'Ambre	08:18:59_PM	4/3/2020	10102	good	Sweden	ERS16375657	sample processed and sequenced
SZF3ET	TUP4R5	H201238	2.4674	Tsimanampesotse	07:30:13_AM	28/8/2019	Tsimanampesotse	07:59:12_AM	4/9/2019	10109	good	Sweden	ERS16375708	sample processed and sequenced
S4MXWW	TNKTYG	H201239	4.3994	Montagne_d'Ambre	04:58:58_PM	6/11/2019	Montagne_d'Ambre	08:17:45_PM	13/11/2019	10279	good	Sweden	ERS16375301	sample processed and sequenced
SSRQUT	TRKQU5	H201240	0.6004	Ankarana	06:25:03_AM	20/5/2020	Ankarana	06:29:29_AM	27/5/2020	10084	good	Sweden	ERS16375595	sample processed and sequenced
SJS8SE	TKRH5P	H201241	4.0634	Namoroka	01:52:21_AM	9/10/2019	Namoroka	01:58:13_AM	16/10/2019	10086	good	Sweden	ERS16375462	sample processed and sequenced
SBA5QL	TAVVN5	H201242	1.6514	Montagne_d'Ambre	07:48:02_PM	21/8/2019	Montagne_d'Ambre	09:09:02_PM	28/8/2019	10161	good	Sweden	ERS16375350	sample processed and sequenced
SK18RL	TUAPDE	H201243	1.3364	Montagne_d'Ambre	05:08:06_PM	9/10/2019	Montagne_d'Ambre	06:06:23_PM	16/10/2019	10138	good	Sweden	ERS16375464	sample processed and sequenced
SRBMS6	TQCQRI	H201244	7.0524	Ankarafantsika	09:10:00_AM	4/12/2019	Ankarafantsika	02:00:00_PM	11/12/2019	10370	good	Sweden	ERS16375573	sample processed and sequenced
SKCVLT	TDY8SA	H201248	3.6954	Anjozorobe	08:05:00_AM	25/3/2020	Anjozorobe	09:00:00_AM	1/4/2020	10135	good	Sweden	ERS16375469	sample processed and sequenced
SABTMI	TQCQRI	H201257	3.9264	Ankarafantsika	05:42:18_AM	14/8/2019	Ankarafantsika	03:50:32_AM	21/8/2019	9968	good	Sweden	ERS16375335	sample processed and sequenced
SVIMCC	TQKQRH	H201258	10.0124	Masoala	03:53:33_AM	14/8/2019	Masoala	04:36:11_AM	21/8/2019	10123	good	Sweden	ERS16375648	sample processed and sequenced
SLLZ2T	TDY8SA	H201259	2.0664	Anjozorobe	12:20:31_PM	18/9/2019	Anjozorobe	11:50:40_AM	25/9/2019	10050	good	Sweden	ERS16375489	sample processed and sequenced
SVH2ZM	TQKQRH	H201249	2.5734	Masoala	02:00:00_PM	29/1/2020	Masoala	10:49:00_AM	5/2/2020	9889	good	Sweden	ERS16375647	sample processed and sequenced
SVT3TU	T4ZF4M	H201250	2.9694	Isalo	07:57:38_AM	11/9/2019	Isalo	01:08:46_PM	18/9/2019	10391	good	Sweden	ERS16375658	sample processed and sequenced
SBYX1W	TIPGKX	H201251	1.6484	Cap_Sainte Marie	04:29:25_PM	16/10/2019	Cap_Sainte Marie	04:56:54_PM	23/10/2019	10107	good	Sweden	ERS16375360	sample processed and sequenced
SPWYJ3	TUAPDE	H201252	2.3704	Montagne_d'Ambre	04:46:14_PM	6/11/2019	Montagne_d'Ambre	07:53:19_PM	13/11/2019	10267	good	Sweden	ERS16375544	sample processed and sequenced
S7AAQH	THYGHQ	H201253	2.5954	Kirindy_Mitea	01:32:24_AM	26/2/2020	Kirindy_Mitea	02:25:17_AM	4/3/2020	10133	good	Sweden	ERS16375314	sample processed and sequenced
SB7YK2	TFBCWJ	H201254	1.4704	Tsitongambarika	08:43:49_AM	28/8/2019	Tsitongambarika	12:35:12_PM	4/9/2019	10311	good	Sweden	ERS16375348	sample processed and sequenced
STZRZL	TFBCWJ	H201255	3.8524	Tsitongambarika	07:09:42_AM	23/10/2019	Tsitongambarika	11:00:00_PM	30/10/2019	11030	good	Sweden	ERS16375619	sample processed and sequenced
SNKLSI	THGFVB	H201256	3.9374	Mahabo	01:38:16_AM	9/10/2019	Mahabo	02:34:25_AM	15/10/2019	8696	acceptable	Sweden	ERS16375526	sample processed and sequenced
SMSJP6	THYGHQ	H201260	1.7344	Kirindy_Mitea	03:55:04_AM	16/10/2019	Kirindy_Mitea	02:00:38_AM	23/10/2019	9966	good	Sweden	ERS16375515	sample processed and sequenced
SRHCZP	TG6SK4	H201269	2.0544	Lokobe	07:10:54_AM	4/3/2020	Lokobe	07:32:04_AM	11/3/2020	10101	good	Sweden	ERS16375575	sample processed and sequenced
SSXDKX	TN1QSL	H201270	1.8784	Baie	05:42:51_AM	21/8/2019	Baie	08:09:58_AM	28/8/2019	10227	good	Sweden	ERS16375599	sample processed and sequenced
SIQXE6	THGFVB	H201271	2.3954	Mahabo	03:37:01_PM	23/10/2019	Mahabo	08:19:00_AM	30/10/2019	9642	acceptable	Sweden	ERS16375446	sample processed and sequenced
SG5GVI	TIPGKX	H201261	1.1344	Cap_Sainte Marie	01:10:00_AM	13/2/2020	Cap_Sainte Marie	06:50:18_AM	19/2/2020	8980	good	Sweden	ERS16375411	sample processed and sequenced
STBZRP	TYBVPP	H201262	2.4114	Bezaha	10:00:25_AM	5/2/2020	Bezaha	09:55:44_AM	12/2/2020	10075	good	Sweden	ERS16375606	sample processed and sequenced
SSYEXP	TB43DA	H201263	1.3704	Ranomafana	07:08:57_AM	4/3/2020	Ranomafana	07:52:36_AM	11/3/2020	10124	good	Sweden	ERS16375601	sample processed and sequenced
SHQUT1	TN1QSL	H201264	1.1654	Baie	05:28:43_AM	16/10/2019	Baie	04:03:31_AM	23/10/2019	9995	good	Sweden	ERS16375431	sample processed and sequenced
SWZWQL	TN1QSL	H201265	7.7374	Baie	11:34:23_AM	11/12/2019	Baie	04:35:16_AM	18/12/2019	9661	good	Sweden	ERS16375680	sample processed and sequenced
SWH4NF	THYGHQ	H201266	1.8444	Kirindy_Mitea	12:16:55_PM	1/7/2020	Kirindy_Mitea	03:26:00_AM	8/7/2020	9549	good	Sweden	ERS16375670	sample processed and sequenced
SJRH2B	T6UDMB	H201267	1.8774	Mikea	05:59:28_AM	16/10/2019	Mikea	10:55:45_AM	23/10/2019	10376	good	Sweden	ERS16375460	sample processed and sequenced
SMCXEN	TZJWN3	H201268	1.9884	Betampona	05:11:11_AM	27/5/2020	Betampona	05:09:59_AM	3/6/2020	10079	good	Sweden	ERS16375502	sample processed and sequenced
SQQXLX	TXS3QU	H201274	5.3544	Marojejy	09:48:19_PM	18/9/2019	Marojejy	08:54:03_PM	25/9/2019	10026	good	Sweden	ERS16375559	sample processed and sequenced
STLUM6	TDY8SA	H201275	2.7564	Anjozorobe	09:15:00_AM	22/4/2020	Anjozorobe	10:15:00_AM	29/4/2020	10140	good	Sweden	ERS16375615	sample processed and sequenced
SDMVSB	T6UDMB	H201276	1.7254	Mikea	03:16:16_AM	29/4/2020	Mikea	03:30:52_AM	6/5/2020	10095	good	Sweden	ERS16375381	sample processed and sequenced
SWY36F	TUAPDE	H201277	2.2144	Montagne_d'Ambre	07:29:46_AM	6/5/2020	Montagne_d'Ambre	09:05:00_AM	13/5/2020	10175	good	Sweden	ERS16375679	sample processed and sequenced
SVFAUZ	TUAPDE	H201278	2.3114	Montagne_d'Ambre	06:10:30_PM	18/9/2019	Montagne_d'Ambre	08:30:45_PM	25/9/2019	10220	good	Sweden	ERS16375643	sample processed and sequenced
SLUANM	TUAPDE	H201279	1.8774	Montagne_d'Ambre	07:35:44_PM	21/8/2019	Montagne_d'Ambre	08:57:57_PM	28/8/2019	10162	good	Sweden	ERS16375493	sample processed and sequenced
S36ENM	TUAPDE	H201280	3.5954	Montagne_d'Ambre	01:00:00_PM	15/7/2020	Montagne_d'Ambre	08:51:32_AM	22/7/2020	9832	good	Sweden	ERS16375289	sample processed and sequenced
S7T5C6	TNQVM4	H201289	2.2794	Masoala	12:10:00_PM	13/5/2020	Masoala	09:59:00_AM	20/5/2020	9949	good	Sweden	ERS16375321	sample processed and sequenced
SEKHTQ	THGFVB	H201290	2.0474	Mahabo	07:38:14_AM	4/3/2020	Mahabo	09:58:14_AM	11/3/2020	10220	acceptable	Sweden	ERS16375386	sample processed and sequenced
SMIF9M	TZJWN3	H201291	2.2204	Betampona	10:10:00_PM	22/7/2020	Betampona	10:00:00_PM	29/7/2020	10070	good	Sweden	ERS16375506	sample processed and sequenced
SHY2RW	TK4SS2	H201281	1.2184	Bekopaka	11:03:49_AM	22/4/2020	Bekopaka	11:00:00_PM	29/4/2020	10796	good	Sweden	ERS16375435	sample processed and sequenced
SHAA5Y	TZJWN3	H201282	1.4604	Betampona	05:10:10_AM	3/6/2020	Betampona	05:36:01_AM	11/6/2020	11546	good	Sweden	ERS16375427	sample processed and sequenced
SWVC17	T6UDMB	H201283	1.8224	Mikea	04:02:28_AM	13/5/2020	Mikea	02:58:52_AM	20/5/2020	10016	good	Sweden	ERS16375677	sample processed and sequenced
S71CKF	TIPGKX	H201284	1.7944	Cap_Sainte Marie	04:41:32_PM	4/3/2020	Cap_Sainte Marie	06:12:24_PM	11/3/2020	10171	good	Sweden	ERS16375313	sample processed and sequenced
SMKSEX	TZJWN3	H201285	3.9374	Betampona	04:21:57_AM	11/3/2020	Betampona	05:03:18_AM	18/3/2020	10121	good	Sweden	ERS16375510	sample processed and sequenced
SIBRUH	THYGHQ	H201286	3.5904	Kirindy_Mitea	03:24:47_AM	20/11/2019	Kirindy_Mitea	02:52:42_AM	27/11/2019	10048	good	Sweden	ERS16375439	sample processed and sequenced
S4BR8D	TDY8SA	H201287	1.8594	Anjozorobe	12:39:03_PM	11/9/2019	Anjozorobe	12:19:44_PM	18/9/2019	10061	good	Sweden	ERS16375298	sample processed and sequenced
SVBLVP	TULADB	H201288	2.1694	Tsitongambarika	03:47:00_PM	11/12/2019	Tsitongambarika	05:39:00_AM	19/12/2019	10912	good	Sweden	ERS16375640	sample processed and sequenced
SAUAZ2	THGFVB	H201292	1.7294	Mahabo	02:38:04_AM	21/8/2019	Mahabo	04:39:28_AM	28/8/2019	10201	good	Sweden	ERS16375342	sample processed and sequenced
SWDYET	TRKQU5	H201301	1.1694	Ankarana	06:29:52_AM	25/3/2020	Ankarana	06:25:56_AM	1/4/2020	10076	good	Sweden	ERS16375667	sample processed and sequenced
SVNTLH	TIPGKX	H201302	2.5834	Cap_Sainte Marie	06:16:57_PM	18/12/2019	Cap_Sainte Marie	05:23:13_PM	25/12/2019	10026	acceptable	Sweden	ERS16375652	sample processed and sequenced
SBAATQ	TXS3QU	H201303	2.0804	Marojejy	12:16:29_AM	6/2/2020	Marojejy	11:03:48_PM	12/2/2020	10007	good	Sweden	ERS16375351	sample processed and sequenced
SAATDU	THGFVB	H201293	1.7384	Mahabo	10:19:08_AM	1/7/2020	Mahabo	09:40:59_AM	8/7/2020	10042	good	Sweden	ERS16375334	sample processed and sequenced
SD6YN9	TEGSKQ	H201294	4.3304	Ambatovy	11:50:00_AM	23/10/2019	Ambatovy	12:39:15_AM	31/10/2019	10849	good	Sweden	ERS16375375	sample processed and sequenced
SXDQWT	TFWNLD	H201295	5.8254	Ankarafantsika	04:51:38_AM	11/9/2019	Ankarafantsika	05:53:38_AM	18/9/2019	10142	good	Sweden	ERS16375684	sample processed and sequenced
SZZRVA	TKRH5P	H201296	4.0234	Namoroka	01:00:00_PM	23/10/2019	Namoroka	02:00:00_PM	30/10/2019	10140	good	Sweden	ERS16375712	sample processed and sequenced
S9BH6Q	TG1QMA	H201297	0.8394	Kirindy	04:15:00_PM	3/6/2020	Kirindy	06:20:00_PM	10/6/2020	10205	good	Sweden	ERS16375328	sample processed and sequenced
SLXSEJ	TFBCWJ	H201298	1.2874	Tsitongambarika	09:10:00_AM	29/4/2020	Tsitongambarika	02:05:00_PM	6/5/2020	10375	good	Sweden	ERS16375497	sample processed and sequenced
SGC6ET	TRA8W1	H201299	2.1454	Marojejy	06:21:00_PM	24/6/2020	Marojejy	11:05:00_AM	1/7/2020	9644	good	Sweden	ERS16375413	sample processed and sequenced
SUBAJA	TK1MIJ	H201300	2.5604	Daraina	10:46:00_AM	29/7/2020	Daraina	10:32:00_AM	5/8/2020	10066	good	Sweden	ERS16375626	sample processed and sequenced
SUD1MJ	T9VS8I	H201304	6.7394	Masoala	11:00:00_AM	17/6/2020	Masoala	09:00:00_AM	24/6/2020	9960	good	Sweden	ERS16375628	sample processed and sequenced
SMICZ4	T9VS8I	H201313	1.0134	Masoala	09:58:00_AM	20/5/2020	Masoala	12:00:00_PM	27/5/2020	10202	good	Sweden	ERS16375505	sample processed and sequenced
SRXQP3	TYBVPP	H201305	2.9754	Bezaha	04:10:00_PM	29/4/2020	Bezaha	04:55:00_PM	6/5/2020	10125	good	Sweden	ERS16375586	sample processed and sequenced
SSUIJP	TAHDZD	H201306	2.7534	Marojejy	09:26:03_PM	5/2/2020	Marojejy	08:54:17_PM	12/2/2020	10048	good	Sweden	ERS16375597	sample processed and sequenced
SQ9AYS	TZJWN3	H201307	1.1714	Betampona	04:27:58_AM	29/4/2020	Betampona	04:00:09_AM	6/5/2020	10052	good	Sweden	ERS16375548	sample processed and sequenced
SQTFLM	TAHDZD	H201308	2.9364	Marojejy	09:36:06_PM	15/1/2020	Marojejy	07:12:32_PM	22/1/2020	9936	good	Sweden	ERS16375562	sample processed and sequenced
SJXCFM	TKRH5P	H201309	5.6214	Namoroka	01:46:01_AM	4/12/2019	Namoroka	01:50:18_AM	11/12/2019	10084	good	Sweden	ERS16375463	sample processed and sequenced
SVJDYG	TXS3QU	H201310	0.7004	Marojejy	11:52:18_PM	27/5/2020	Marojejy	01:05:00_PM	3/6/2020	9433	good	Sweden	ERS16375649	sample processed and sequenced
S2AP2C	TKRH5P	H201311	2.2744	Namoroka	03:28:13_AM	11/3/2020	Namoroka	03:40:10_AM	18/3/2020	10092	good	Sweden	ERS16375283	sample processed and sequenced
S8NHVM	TAHDZD	H201312	1.5794	Marojejy	06:22:27_PM	25/9/2019	Marojejy	05:02:27_PM	2/10/2019	10000	good	Sweden	ERS16375324	sample processed and sequenced
SQCWNW	TFBCWJ	H201316	1.6884	Tsitongambarika	12:05:00_AM	9/4/2020	Tsitongambarika	12:00:00_AM	16/4/2020	10075	good	Sweden	ERS16375553	sample processed and sequenced
S7D1JK	TN1QSL	H201325	3.7124	Baie	03:34:50_AM	8/4/2020	Baie	03:19:12_AM	15/4/2020	10064	good	Sweden	ERS16375316	sample processed and sequenced
S8SLPM	TZJWN3	H201326	5.3074	Betampona	03:38:14_AM	15/1/2020	Betampona	09:17:33_AM	22/1/2020	10419	good	Sweden	ERS16375326	sample processed and sequenced
SMAXVZ	TQKQRH	H201327	1.3924	Masoala	02:00:00_PM	15/1/2020	Masoala	02:00:00_PM	22/1/2020	10080	good	Sweden	ERS16375500	sample processed and sequenced
SFJKHH	TEGSKQ	H201317	2.6384	Ambatovy	12:01:00_PM	25/9/2019	Ambatovy	08:21:55_PM	2/10/2019	10581	good	Sweden	ERS16375401	sample processed and sequenced
S7C1UR	TZJWN3	H201318	2.0384	Betampona	05:18:05_AM	8/4/2020	Betampona	05:02:19_AM	15/4/2020	10064	good	Sweden	ERS16375315	sample processed and sequenced
SAJBWC	TKRH5P	H201319	7.6754	Namoroka	01:58:49_AM	16/10/2019	Namoroka	01:40:52_AM	23/10/2019	10062	good	Sweden	ERS16375338	sample processed and sequenced
SFUK6Q	TULADB	H201320	1.1624	Tsitongambarika	05:10:00_PM	24/6/2020	Tsitongambarika	03:10:00_PM	1/7/2020	9960	good	Sweden	ERS16375407	sample processed and sequenced
SMCFA6	TZJWN3	H201321	1.1304	Betampona	04:01:07_AM	6/5/2020	Betampona	04:18:11_AM	13/5/2020	10097	good	Sweden	ERS16375501	sample processed and sequenced
SB6RBS	T6UDMB	H201322	1.8064	Mikea	04:05:00_PM	22/7/2020	Mikea	11:00:00_PM	5/8/2020	20575	good	Sweden	ERS16375347	sample processed and sequenced
SGDUIC	TZJWN3	H201323	4.8334	Betampona	04:25:18_AM	1/4/2020	Betampona	05:17:49_AM	8/4/2020	10133	good	Sweden	ERS16375414	sample processed and sequenced
ST5JX5	TG1QMA	H201324	2.1614	Kirindy	08:44:01_PM	20/11/2019	Kirindy	12:00:00_PM	27/11/2019	9556	good	Sweden	ERS16375605	sample processed and sequenced
SYC46M	TAVVN5	H201328	1.5184	Montagne_d'Ambre	07:20:42_PM	11/3/2020	Montagne_d'Ambre	09:18:00_PM	18/3/2020	10197	good	Sweden	ERS16375692	sample processed and sequenced
SR5IFN	TB43DA	H201337	0.8994	Ranomafana	07:52:08_AM	24/6/2020	Ranomafana	03:50:00_PM	1/7/2020	10558	good	Sweden	ERS16375570	sample processed and sequenced
SLPAL5	TFBCWJ	H201338	1.8604	Tsitongambarika	01:46:38_PM	18/9/2019	Tsitongambarika	12:52:01_PM	25/9/2019	10025	good	Sweden	ERS16375491	sample processed and sequenced
SLAAVA	TB43DA	H201339	2.6904	Ranomafana	07:09:38_AM	5/2/2020	Ranomafana	07:22:49_AM	12/2/2020	10093	good	Sweden	ERS16375484	sample processed and sequenced
STHFKU	TPSMAA	H201329	1.8144	Ambohitantely	09:27:59_AM	29/4/2020	Ambohitantely	08:23:12_AM	6/5/2020	10015	good	Sweden	ERS16375614	sample processed and sequenced
SB1RAS	TZJWN3	H201330	2.8704	Betampona	03:07:58_AM	13/11/2019	Betampona	03:13:33_AM	20/11/2019	10086	good	Sweden	ERS16375345	sample processed and sequenced
SBEKUF	TFBCWJ	H201331	3.3594	Tsitongambarika	08:24:47_AM	15/1/2020	Tsitongambarika	07:49:54_AM	22/1/2020	10045	good	Sweden	ERS16375353	sample processed and sequenced
SUGFH9	THGFVB	H201332	2.3334	Mahabo	10:20:45_AM	29/7/2020	Mahabo	08:01:04_AM	5/8/2020	9940	good	Sweden	ERS16375630	sample processed and sequenced
SCZPL5	TKDVTA	H201333	1.6384	Tsitongambarika	12:05:00_AM	9/4/2020	Tsitongambarika	12:00:00_AM	16/4/2020	10075	good	Sweden	ERS16375374	sample processed and sequenced
SYQVI4	THGFVB	H201334	1.1954	Mahabo	06:54:28_AM	8/4/2020	Mahabo	07:46:47_AM	15/4/2020	10132	poor	Sweden	ERS16375699	sample processed and sequenced
S3CKEH	TUAPDE	H201335	2.5524	Montagne_d'Ambre	08:37:45_PM	5/2/2020	Montagne_d'Ambre	07:24:28_PM	12/2/2020	10007	good	Sweden	ERS16375291	sample processed and sequenced
SWQGYP	TB43DA	H201336	5.0094	Ranomafana	09:56:21_AM	15/1/2020	Ranomafana	07:18:07_AM	22/1/2020	9922	good	Sweden	ERS16375673	sample processed and sequenced
SMN5ZE	TZJWN3	H201340	4.1344	Betampona	03:14:03_AM	20/11/2019	Betampona	03:38:02_AM	27/11/2019	10104	good	Sweden	ERS16375513	sample processed and sequenced
SLUCKX	THGFVB	H201349	2.6214	Mahabo	04:36:07_AM	18/9/2019	Mahabo	03:55:41_AM	25/9/2019	10040	acceptable	Sweden	ERS16375494	sample processed and sequenced
SJNZE3	THGFVB	H201350	0.5024	Mahabo	11:30:58_AM	27/5/2020	Mahabo	06:58:12_AM	3/6/2020	9807	acceptable	Sweden	ERS16375458	sample processed and sequenced
SFUS4Z	TZJWN3	H201351	0.7054	Betampona	05:01:15_AM	24/6/2020	Betampona	02:05:00_AM	2/7/2020	11344	good	Sweden	ERS16375408	sample processed and sequenced
S8SFY7	TNKTYG	H201341	2.9964	Montagne_d'Ambre	07:56:06_PM	8/1/2020	Montagne_d'Ambre	08:38:31_PM	15/1/2020	10122	good	Sweden	ERS16375325	sample processed and sequenced
SCDWZS	TRGIDB	H201342	1.9324	Mananara	04:10:00_PM	6/5/2020	Mananara	12:00:00_PM	13/5/2020	9830	good	Sweden	ERS16375365	sample processed and sequenced
SX6GSM	TULADB	H201343	2.5934	Tsitongambarika	12:50:08_PM	5/2/2020	Tsitongambarika	02:19:06_PM	12/2/2020	10169	good	Sweden	ERS16375683	sample processed and sequenced
ST2NQN	TG6SK4	H201344	1.9994	Lokobe	06:28:42_AM	20/11/2019	Lokobe	06:50:00_AM	27/11/2019	10101	good	Sweden	ERS16375604	sample processed and sequenced
SK5ITD	TULADB	H201345	0.6674	Tsitongambarika	09:10:00_PM	22/7/2020	Tsitongambarika	10:25:00_PM	29/7/2020	10155	good	Sweden	ERS16375465	sample processed and sequenced
SBJJX8	TKDVTA	H201346	1.5244	Tsitongambarika	02:45:00_PM	6/5/2020	Tsitongambarika	10:30:00_PM	13/5/2020	10545	good	Sweden	ERS16375356	sample processed and sequenced
SIPULM	TULADB	H201347	1.9124	Tsitongambarika	09:40:00_PM	4/3/2020	Tsitongambarika	08:20:00_AM	19/3/2020	20800	good	Sweden	ERS16375443	sample processed and sequenced
S3VSQU	TB43DA	H201348	5.2044	Ranomafana	08:12:15_AM	13/11/2019	Ranomafana	07:17:30_AM	20/11/2019	10025	good	Sweden	ERS16375297	sample processed and sequenced
SNRNUL	TKDVTA	H201352	2.1374	Tsitongambarika	03:30:00_PM	1/7/2020	Tsitongambarika	10:05:00_AM	8/7/2020	9755	good	Sweden	ERS16375528	sample processed and sequenced
SRVXS3	TKDVTA	H201361	1.7184	Tsitongambarika	01:33:00_PM	13/11/2019	Tsitongambarika	08:28:27_AM	20/11/2019	9775	good	Sweden	ERS16375585	sample processed and sequenced
S3RFK2	TG6SK4	H201362	2.8944	Lokobe	09:06:12_AM	25/9/2019	Lokobe	07:38:16_AM	2/10/2019	9992	good	Sweden	ERS16375295	sample processed and sequenced
SPPK8H	TPSMAA	H201363	1.5524	Ambohitantely	09:15:00_AM	15/7/2020	Ambohitantely	09:30:00_AM	22/7/2020	10095	good	Sweden	ERS16375538	sample processed and sequenced
SAKRY1	TZJWN3	H201353	3.0304	Betampona	03:45:34_AM	8/1/2020	Betampona	03:37:55_AM	15/1/2020	10072	good	Sweden	ERS16375339	sample processed and sequenced
SEUR6L	TXS3QU	H201354	1.6104	Marojejy	10:27:30_PM	6/5/2020	Marojejy	11:52:08_PM	13/5/2020	10165	good	Sweden	ERS16375394	sample processed and sequenced
S9D4ZG	TFBCWJ	H201355	2.2354	Tsitongambarika	02:00:11_PM	5/2/2020	Tsitongambarika	01:56:17_PM	12/2/2020	10076	good	Sweden	ERS16375330	sample processed and sequenced
S1MEB8	TUAPDE	H201358	1.5264	Montagne_d'Ambre	07:29:07_PM	8/1/2020	Montagne_d'Ambre	08:28:22_PM	15/1/2020	10139	good	Sweden	ERS16375278	sample processed and sequenced
SSXNJC	TPSMAA	H201359	4.7714	Ambohitantely	07:15:00_PM	11/12/2019	Ambohitantely	06:27:12_AM	18/12/2019	9312	good	Sweden	ERS16375600	sample processed and sequenced
STFMIR	TFBCWJ	H201360	2.6504	Tsitongambarika	11:05:00_PM	16/10/2019	Tsitongambarika	07:08:46_AM	23/10/2019	9124	good	Sweden	ERS16375611	sample processed and sequenced
SISZDF	TG1QMA	H201364	1.8564	Kirindy	09:07:43_PM	29/7/2020	Kirindy	11:00:00_PM	5/8/2020	10192	good	Sweden	ERS16375449	sample processed and sequenced
S6S5RB	T9VS8I	H201365	2.7594	Masoala	08:14:00_AM	25/3/2020	Masoala	03:01:00_PM	1/4/2020	10487	poor	Sweden	ERS16375311	sample processed and sequenced
SP852X	TRKQU5	H201366	1.3284	Ankarana	06:36:51_AM	24/6/2020	Ankarana	06:30:00_AM	1/7/2020	10073	good	Sweden	ERS16375531	sample processed and sequenced
SVALVW	TRGIDB	H201367	1.7734	Mananara	12:00:02_PM	9/10/2019	Mananara	12:00:00_PM	16/10/2019	10080	good	Sweden	ERS16375639	sample processed and sequenced
SSHLKL	THI5PX	H201368	4.2024	Analamerana	10:22:08_AM	4/12/2019	Analamerana	03:14:14_AM	11/12/2019	9652	good	Sweden	ERS16375593	sample processed and sequenced
SWQQPF	TUAPDE	H201369	8.3724	Montagne_d'Ambre	02:00:00_PM	4/12/2019	Montagne_d'Ambre	02:00:00_PM	11/12/2019	10080	good	Sweden	ERS16375674	sample processed and sequenced
SFRHLG	TB43DA	H201370	2.9884	Ranomafana	08:57:23_AM	29/7/2020	Ranomafana	08:08:40_AM	5/8/2020	10031	good	Sweden	ERS16375405	sample processed and sequenced
SU1NC2	THYGHQ	H201371	3.9144	Kirindy_Mitea	02:54:32_AM	9/4/2020	Kirindy_Mitea	03:24:34_AM	15/4/2020	8670	good	Sweden	ERS16375621	sample processed and sequenced
SLSRTG	T4ZF4M	H201372	1.4034	Isalo	03:16:45_PM	22/4/2020	Isalo	05:40:45_PM	29/4/2020	10224	good	Sweden	ERS16375492	sample processed and sequenced
SXICMS	THYGHQ	H201381	1.1064	Kirindy_Mitea	03:45:24_AM	3/6/2020	Kirindy_Mitea	03:07:02_AM	10/6/2020	10042	good	Sweden	ERS16375686	sample processed and sequenced
SITBGW	TAHDZD	H201382	1.9854	Marojejy	09:07:17_PM	16/10/2019	Marojejy	11:10:51_PM	23/10/2019	10204	good	Sweden	ERS16375450	sample processed and sequenced
SUNCDQ	TRGIDB	H201383	2.8674	Mananara	12:05:00_PM	4/12/2019	Mananara	10:41:00_AM	11/12/2019	9996	good	Sweden	ERS16375633	sample processed and sequenced
STQA1M	TUAPDE	H201373	2.5844	Montagne_d'Ambre	07:55:49_PM	13/11/2019	Montagne_d'Ambre	08:05:00_AM	20/11/2019	9369	good	Sweden	ERS16375617	sample processed and sequenced
SH8H2L	TRGIDB	H201374	1.2844	Mananara	10:12:00_AM	29/4/2020	Mananara	04:09:00_PM	6/5/2020	10437	good	Sweden	ERS16375425	sample processed and sequenced
S32UF2	TG1QMA	H201375	1.9114	Kirindy	09:17:35_PM	23/10/2019	Kirindy	03:25:57_AM	31/10/2019	10448	good	Sweden	ERS16375288	sample processed and sequenced
