	sampleID_HISTORICAL	sampleID_FIELD	sampleID_LAB	dataset	lab_sample_type	country	biological_spikes	artificial_spikes	sample_metadata_file	lysate_rack_ID	lysate_well_ID	dna_plate_ID	dna_plate_well_ID	sequencing_batch	sequencing_batch_NGI	notes_sequencing	study_accession_ENA	sample_accession_ENA	experiment_accession_ENA	run_accession_ENA	RC	Mreads	>=Q30
P27359_3030	FL058_neg		FL058_neg	CO1_lysate_2019_MG	extraction_neg	Madagascar	False	False		FL058		3000491463.0		batch14	P27359	sequencing successfull	PRJEB61109	ERS16377007	ERX11436398	ERR12053177	0.01	85.79	
P27359_3031	FL058_pos		FL058_pos	CO1_lysate_2019_MG	positive_control	Madagascar	False	False		FL058		3000491463.0		batch14	P27359	sequencing successfull	PRJEB61109	ERS16377121	ERX11436399	ERR12053178	2.03	87.15	
P27359_3032	FL058_Neg_PCR		FL058_Neg_PCR	CO1_lysate_2019_MG	pcr_neg	Madagascar	False	False		FL058				batch14	P27359	sequencing successfull	PRJEB61109	ERS16377084	ERX11436400	ERR12053179	0.01	86.68	
P26762_1193	FL052_L104727	SQI8FH	L104727	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A1	3000491448.0	A1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375184	ERX11436402	ERR12053181	1.95	86.66	
P26762_1194	FL052_L104740	SW6EUE	L104740	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B1	3000491448.0	B1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375239	ERX11436403	ERR12053182	1.25	87.09	
P26762_1195	FL052_L104752	STSQDF	L104752	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C1	3000491448.0	C1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375213	ERX11436404	ERR12053183	1.77	86.55	
P26762_1196	FL052_L104764	S4VXYL	L104764	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D1	3000491448.0	D1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375031	ERX11436405	ERR12053184	0.5	85.94	
P26762_1197	FL052_L104776	SGSJVA	L104776	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E1	3000491448.0	E1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375117	ERX11436406	ERR12053185	0.84	86.52	
P26762_1198	FL052_L104788	SSZUXG	L104788	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F1	3000491448.0	F1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375203	ERX11436407	ERR12053186	0.57	86.53	
P26762_1199	FL052_L104800	SGBGT1	L104800	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G1	3000491448.0	G1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375112	ERX11436408	ERR12053187	0.7	86.3	
P26762_1200	FL052_L104812	SMDWHE	L104812	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H1	3000491448.0	H1	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375156	ERX11436409	ERR12053188	0.53	86.05	
P26762_1201	FL052_L104728	SBPJD4	L104728	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A2	3000491448.0	A2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375072	ERX11436410	ERR12053189	2.35	85.64	
P26762_1202	FL052_L104741	STSCVG	L104741	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B2	3000491448.0	B2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375212	ERX11436411	ERR12053190	0.56	84.88	
P26762_1203	FL052_L104753	SBTHD2	L104753	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C2	3000491448.0	C2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375076	ERX11436412	ERR12053191	1.59	86.81	
P26762_1204	FL052_L104765	S6YL4B	L104765	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D2	3000491448.0	D2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375039	ERX11436413	ERR12053192	1.15	86.48	
P26762_1205	FL052_L104777	SE6F7C	L104777	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E2	3000491448.0	E2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375092	ERX11436414	ERR12053193	0.93	83.18	
P26762_1206	FL052_L104789	SGJSYV	L104789	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F2	3000491448.0	F2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375114	ERX11436415	ERR12053194	0.67	86.66	
P26762_1207	FL052_L104801	S3VEXA	L104801	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G2	3000491448.0	G2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375027	ERX11436416	ERR12053195	0.63	86.63	
P26762_1208	FL052_L104813	SCYMCC	L104813	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H2	3000491448.0	H2	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375083	ERX11436417	ERR12053196	0.45	86.39	
P26762_1209	FL052_L104729	SPQGXG	L104729	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A3	3000491448.0	A3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375176	ERX11436418	ERR12053197	0.27	86.5	
P26762_1210	FL052_L104742	SD4PC3	L104742	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B3	3000491448.0	B3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375084	ERX11436419	ERR12053198	1.57	88.01	
P26762_1211	FL052_L104754	SWUCRZ	L104754	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C3	3000491448.0	C3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375248	ERX11436420	ERR12053199	1.67	86.05	
P26762_1212	FL052_L104766	SAGJVL	L104766	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D3	3000491448.0	D3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375062	ERX11436421	ERR12053200	0.62	86.32	
P26762_1213	FL052_L104778	SCB35B	L104778	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E3	3000491448.0	E3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375077	ERX11436422	ERR12053201	0.94	86.05	
P26762_1214	FL052_L104790	SHPXFD	L104790	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F3	3000491448.0	F3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375127	ERX11436423	ERR12053202	0.85	87.65	
P26762_1215	FL052_L104802	SVNDH4	L104802	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G3	3000491448.0	G3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375234	ERX11436424	ERR12053203	2.04	86.53	
P26762_1216	FL052_L104814	SE2HZB	L104814	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H3	3000491448.0	H3	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375091	ERX11436425	ERR12053204	1.67	86.62	
P26762_1217	FL052_L104730	SF4JYX	L104730	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A4	3000491448.0	A4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375100	ERX11436426	ERR12053205	1.46	86.95	
P26762_1218	FL052_L104743	SDUEDF	L104743	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B4	3000491448.0	B4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375087	ERX11436427	ERR12053206	1.21	86.46	
P26762_1219	FL052_L104755	SPSZDZ	L104755	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C4	3000491448.0	C4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375181	ERX11436428	ERR12053207	0.66	85.85	
P26762_1220	FL052_L104767	SNT2N2	L104767	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D4	3000491448.0	D4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375167	ERX11436429	ERR12053208	1.25	86.81	
P26762_1221	FL052_L104779	SKQMF4	L104779	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E4	3000491448.0	E4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375146	ERX11436430	ERR12053209	1.24	86.82	
P26762_1222	FL052_L104791	SZ9PQX	L104791	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F4	3000491448.0	F4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375272	ERX11436431	ERR12053210	0.58	86.77	
P26762_1223	FL052_L104803	S4EKNI	L104803	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G4	3000491448.0	G4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375030	ERX11436432	ERR12053211	0.89	86.33	
P26762_1224	FL052_L104815	SS7T5J	L104815	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H4	3000491448.0	H4	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375193	ERX11436433	ERR12053212	0.95	86.28	
P26762_1225	FL052_L104731	SHWTJS	L104731	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A5	3000491448.0	A5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375132	ERX11436434	ERR12053213	1.46	87.25	
P26762_1226	FL052_L104744	SMRZDA	L104744	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B5	3000491448.0	B5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375162	ERX11436435	ERR12053214	1.33	86.59	
P26762_1227	FL052_L104756	SIJ6FR	L104756	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C5	3000491448.0	C5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375135	ERX11436436	ERR12053215	0.68	86.84	
P26762_1228	FL052_L104768		L104768	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL052	D5	3000491448.0	D5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16376954	ERX11436437	ERR12053216	0.02	83.74	
P26762_1229	FL052_L104780	SFM4YK	L104780	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E5	3000491448.0	E5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375104	ERX11436438	ERR12053217	1.02	87.27	
P26762_1230	FL052_L104792	SGM33Y	L104792	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F5	3000491448.0	F5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375116	ERX11436439	ERR12053218	0.53	86.54	
P26762_1231	FL052_L104804	SUYKS1	L104804	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G5	3000491448.0	G5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375224	ERX11436440	ERR12053219	0.53	85.35	
P26762_1232	FL052_L104816	SBBAVB	L104816	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H5	3000491448.0	H5	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375067	ERX11436441	ERR12053220	0.71	86.47	
P26762_1233	FL052_L104732	SS5DDZ	L104732	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A6	3000491448.0	A6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375192	ERX11436442	ERR12053221	0.75	86.79	
P26762_1234	FL052_L104745	SVNIIT	L104745	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B6	3000491448.0	B6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375235	ERX11436443	ERR12053222	0.87	86.51	
P26762_1235	FL052_L104757	SAXPPD	L104757	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C6	3000491448.0	C6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375065	ERX11436444	ERR12053223	1.2	86.98	
P26762_1236	FL052_L104769		L104769	CO1_lysate_2019_MG	mock_sample	Madagascar	True	False		FL052	D6	3000491448.0	D6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16377024	ERX11436445	ERR12053224	1.44	87.97	
P26762_1237	FL052_L104781	S7ZFK2	L104781	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E6	3000491448.0	E6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375046	ERX11436446	ERR12053225	0.94	87.06	
P26762_1238	FL052_L104793	S7UAJK	L104793	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F6	3000491448.0	F6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375044	ERX11436447	ERR12053226	1.21	82.78	
P26762_1239	FL052_L104805	S8KQIP	L104805	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G6	3000491448.0	G6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375051	ERX11436448	ERR12053227	0.27	86.65	
P26762_1240	FL052_L104817	S4YZBG	L104817	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H6	3000491448.0	H6	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375032	ERX11436449	ERR12053228	0.68	86.5	
P26762_1241	FL052_L104733	S13NDZ	L104733	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A7	3000491448.0	A7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375011	ERX11436450	ERR12053229	1.28	86.39	
P26762_1242	FL052_L104746	SYGUFX	L104746	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B7	3000491448.0	B7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375262	ERX11436451	ERR12053230	0.4	86.46	
P26762_1243	FL052_L104758	SDP5BB	L104758	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C7	3000491448.0	C7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375086	ERX11436452	ERR12053231	0.7	86.33	
P26762_1244	FL052_L104770	SCBSRP	L104770	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D7	3000491448.0	D7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375078	ERX11436453	ERR12053232	1.19	86.19	
P26762_1245	FL052_L104782	S75JGI	L104782	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E7	3000491448.0	E7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375040	ERX11436454	ERR12053233	0.66	86.39	
P26762_1246	FL052_L104794	SHRVVH	L104794	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F7	3000491448.0	F7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375130	ERX11436455	ERR12053234	0.45	86.43	
P26762_1248	FL052_L104818	SU6SA3	L104818	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H7	3000491448.0	H7	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375216	ERX11436456	ERR12053235	0.68	86.63	
P26762_1249	FL052_L104735	S8HTDP	L104735	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A8	3000491448.0	A8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375050	ERX11436457	ERR12053236	0.14	85.68	
P26762_1250	FL052_L104747	SCDCHB	L104747	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B8	3000491448.0	B8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375079	ERX11436458	ERR12053237	0.25	86.72	
P26762_1251	FL052_L104759	SVZ92U	L104759	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C8	3000491448.0	C8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375238	ERX11436459	ERR12053238	0.68	86.26	
P26762_1252	FL052_L104771	SJDXLP	L104771	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D8	3000491448.0	D8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375142	ERX11436460	ERR12053239	0.37	86.43	
P26762_1253	FL052_L104783	SUK2BR	L104783	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E8	3000491448.0	E8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375218	ERX11436461	ERR12053240	0.88	86.17	
P26762_1254	FL052_L104795	S3YUC1	L104795	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F8	3000491448.0	F8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375028	ERX11436462	ERR12053241	0.72	86.77	
P26762_1255	FL052_L104807	SUVAIT	L104807	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G8	3000491448.0	G8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375221	ERX11436463	ERR12053242	0.72	85.83	
P26762_1256	FL052_L104819	SX1ACF	L104819	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	H8	3000491448.0	H8	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375252	ERX11436464	ERR12053243	0.4	86.19	
P26762_1257	FL052_L104736	S6Q34Q	L104736	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A9	3000491448.0	A9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375038	ERX11436465	ERR12053244	1.34	86.17	
P26762_1258	FL052_L104748	SF3844	L104748	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B9	3000491448.0	B9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375099	ERX11436466	ERR12053245	1.49	86.15	
P26762_1259	FL052_L104760	S94MIJ	L104760	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C9	3000491448.0	C9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375055	ERX11436467	ERR12053246	1.53	85.22	
P26762_1260	FL052_L104772	SERXAX	L104772	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D9	3000491448.0	D9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375097	ERX11436468	ERR12053247	1.74	86.27	
P26762_1261	FL052_L104784	SVMKZL	L104784	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E9	3000491448.0	E9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375233	ERX11436469	ERR12053248	1.35	84.38	
P26762_1262	FL052_L104796	SSX1NL	L104796	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F9	3000491448.0	F9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375201	ERX11436470	ERR12053249	1.32	85.17	
P26762_1263	FL052_L104808	SZMTXR	L104808	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G9	3000491448.0	G9	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375273	ERX11436471	ERR12053250	0.23	86.19	
P26762_1264	FL052_neg		FL052_neg	CO1_lysate_2019_MG	extraction_neg	Madagascar	False	False		FL052		3000491448.0		batch13	P26762	sequencing successfull	PRJEB61109	ERS16377001	ERX11436472	ERR12053251	0.03	84.93	
P26762_1265	FL052_L104737	SKKHEJ	L104737	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A10	3000491448.0	A10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375145	ERX11436473	ERR12053252	0.36	86.66	
P26762_1266	FL052_L104749	SH3D43	L104749	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B10	3000491448.0	B10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375123	ERX11436474	ERR12053253	1.37	86.47	
P26762_1267	FL052_L104761	SNQ3GR	L104761	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C10	3000491448.0	C10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375166	ERX11436475	ERR12053254	1.44	86.81	
P26762_1268	FL052_L104773	SBSM59	L104773	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D10	3000491448.0	D10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375075	ERX11436476	ERR12053255	1.04	86.67	
P26762_1269	FL052_L104785	SMKYL9	L104785	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E10	3000491448.0	E10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375159	ERX11436477	ERR12053256	1.69	86.28	
P26762_1270	FL052_L104797	SXH3WN	L104797	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F10	3000491448.0	F10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375253	ERX11436478	ERR12053257	0.51	86.3	
P26762_1271	FL052_L104809	SSPSIT	L104809	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	G10	3000491448.0	G10	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375198	ERX11436479	ERR12053258	0.48	86.24	
P26762_1272	FL052_pos		FL052_pos	CO1_lysate_2019_MG	positive_control	Madagascar	False	False		FL052		3000491448.0		batch13	P26762	sequencing successfull	PRJEB61109	ERS16377115	ERX11436480	ERR12053259	0.63	86.14	
P26762_1273	FL052_L104738	SMP7JM	L104738	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	A11	3000491448.0	A11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375161	ERX11436481	ERR12053260	0.9	86.74	
P26762_1274	FL052_L104750	SFZKC2	L104750	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	B11	3000491448.0	B11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375110	ERX11436482	ERR12053261	0.96	86.53	
P26762_1275	FL052_L104762	SUZSLX	L104762	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	C11	3000491448.0	C11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375225	ERX11436483	ERR12053262	0.85	86.51	
P26762_1276	FL052_L104774	S5WNCV	L104774	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	D11	3000491448.0	D11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375033	ERX11436484	ERR12053263	0.65	87.22	
P26762_1277	FL052_L104786	SIHJJX	L104786	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	E11	3000491448.0	E11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375134	ERX11436485	ERR12053264	0.15	85.83	
P26762_1278	FL052_L104798	SYUF8C	L104798	CO1_lysate_2019_MG	sample	Madagascar	True	False	samples_metadata_malaise_MG.tsv	FL052	F11	3000491448.0	F11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16375265	ERX11436486	ERR12053265	0.44	86.69	
P26762_1279	FL052_L104810		L104810	CO1_lysate_2019_MG	buffer_blank	Madagascar	False	False		FL052	G11	3000491448.0	G11	batch13	P26762	sequencing successfull	PRJEB61109	ERS16376955	ERX11436487	ERR12053266	0.02	84.35	
