sampleID_FIELD	trapID	biomass_grams	placing_user	placing_time	placing_date	collecting_user	collecting_time	collecting_date	duration_min	trap_condition_collection	sample_ethanol_conc	processing_group	sample_accession_ENA	sample_status
SQVIJL	T8IKAG	9.9764	Martin_Nehmann	4:51:37_PM	27/7/2019	Martin_Nehmann	12:15:37_PM	3/8/2019	9804	good	93.7	Lysis_first	ERS16366157	sample processed and sequenced
STDGSZ	TYKZSN	6.3544	Richard_Olofsson	9:34:11_AM	9/6/2019	Richard_Olofsson	10:00:00_AM	16/6/2019	10106	good	92.9	Lysis_first	ERS16366158	sample processed and sequenced
SPGJIE	TYKZSN	3.8924	Jan_Nilsson	3:19:12_PM	29/6/2019	Jan_Nilsson	9:13:56_AM	7/7/2019	11155	good	94.5	Lysis_first	ERS16366159	sample processed and sequenced
SGZMRN	TLCIG9	1.4054	Kjell-Arne_Edvinsson	10:42:54_AM	1/3/2019	Kjell-Arne_Edvinsson	12:00:00_PM	29/3/2019	40397	NA	95.5	Lysis_first	ERS16366160	sample processed and sequenced
SAALQX	TRXMCY	7.9734	Jan_Nilsson	9:49:53_AM	23/6/2019	Jan_Nilsson	2:28:41_PM	29/6/2019	8919	good	94.6	Lysis_last	ERS16366161	sample processed and sequenced
SLFDHU	TE8FGF	1.9994	Johan_Martinelli	9:54:00_AM	13/7/2019	Johan_Martinelli	9:53:00_AM	20/7/2019	10079	good	94.5	Lysis_first	ERS16366162	sample processed and sequenced
SXJ1ZL	T8IKAG	2.5954	Martin_Nehmann	4:32:02_PM	14/9/2019	Martin_Nehmann	12:05:48_PM	21/9/2019	9814	good	93.7	Lysis_last	ERS16366163	sample processed and sequenced
SLHHQ6	TRXMCY	11.7014	Jan_Nilsson	3:49:55_PM	19/7/2019	Jan_Nilsson	2:04:13_PM	27/7/2019	11414	good	93.5	Lysis_last	ERS16366164	sample processed and sequenced
SU6MZL	TRXMCY	10.5334	Jan_Nilsson	2:29:25_PM	29/6/2019	Jan_Nilsson	8:35:41_AM	7/7/2019	11166	good	86.2	Lysis_first	ERS16366165	sample processed and sequenced
SPW4WZ	TIAIK1	8.0544	Richard_Olofsson	10:00:37_AM	9/6/2019	Richard_Olofsson	9:47:34_AM	16/6/2019	10067	good	91.3	Lysis_first	ERS16366166	sample processed and sequenced
SPJ2U9	TIAIK1	5.1644	Jan_Nilsson	8:27:11_AM	7/7/2019	Jan_Nilsson	11:07:59_AM	13/7/2019	8801	good	93.8	Lysis_first	ERS16366167	sample processed and sequenced
SQNJCY	TIRXWF	0.6184	Jan_Nilsson	12:15:28_PM	30/11/2019	Jan_Nilsson	3:16:02_PM	21/12/2019	30421	good	94.4	Lysis_first	ERS16366168	sample processed and sequenced
SVICV3	TV6Z5Y	7.7744	Jan_Nilsson	9:17:33_AM	23/6/2019	Jan_Nilsson	1:44:45_PM	29/6/2019	8907	good	93.8	Lysis_last	ERS16366169	sample processed and sequenced
SKB4FC	TYKZSN	5.6854	Richard_Olofsson	4:46:26_PM	2/6/2019	Richard_Olofsson	9:34:01_AM	9/6/2019	9648	good	94.3	Lysis_first	ERS16366170	sample processed and sequenced
S6QJW8	TNGTPF	0.7104	Jan_Nilsson	6:07:31_PM	19/7/2019	Jan_Nilsson	3:15:24_PM	27/7/2019	11348	good	94.7	Lysis_last	ERS16366171	sample processed and sequenced
SIAA1G	TF3STP	6.4054	Irene_Persson	10:08:35_AM	22/6/2019	Irene_Persson	9:18:30_AM	30/6/2019	11470	good	94	Lysis_last	ERS16366172	sample processed and sequenced
SMJDEJ	TNGTPF	10.3184	Richard_Olofsson	9:14:20_AM	9/6/2019	Richard_Olofsson	10:27:39_AM	16/6/2019	10153	good	93.6	Lysis_first	ERS16366173	sample processed and sequenced
S969HI	TIRXWF	9.9504	Richard_Olofsson	10:36:47_AM	16/6/2019	Jan_Nilsson	10:24:12_AM	23/6/2019	10067	good	93.8	Lysis_first	ERS16366174	sample processed and sequenced
SRRERL	TYKZSN	2.2524	Jan_Nilsson	9:14:15_AM	7/7/2019	Jan_Nilsson	11:54:37_AM	13/7/2019	8800	good	94.8	Lysis_first	ERS16366175	sample processed and sequenced
S26EME	T2LIWT	3.7044	Haldor_Lorimer-Olsson	10:11:00_AM	27/7/2019	Haldor_Lorimer-Olsson	9:42:00_AM	3/8/2019	10051	acceptable	91	Lysis_first	ERS16366176	sample processed and sequenced
SP7BH4	TE8FGF	1.9824	Haldor_Lorimer-Olsson	9:20:00_AM	3/8/2019	Haldor_Lorimer-Olsson	10:31:00_AM	10/8/2019	10151	acceptable	94	Lysis_first	ERS16366177	sample processed and sequenced
SDVV36	TIAIK1	2.7604	Jan_Nilsson	3:21:39_PM	13/9/2019	Jan_Nilsson	1:49:28_PM	22/9/2019	12868	poor	85.5	Lysis_last	ERS16366178	sample processed and sequenced
SN9ANR	TIAIK1	11.2664	Jan_Nilsson	3:36:00_PM	19/7/2019	Jan_Nilsson	1:51:00_PM	27/7/2019	11415	good	93.2	Lysis_last	ERS16366179	sample processed and sequenced
SXKGHM	TIAIK1	7.9044	Jan_Nilsson	11:08:21_AM	13/7/2019	Jan_Nilsson	3:35:43_PM	19/7/2019	8907	good	93.7	Lysis_first	ERS16366180	sample processed and sequenced
SZDM2L	TRXMCY	5.6924	Richard_Olofsson	10:18:10_AM	9/6/2019	Richard_Olofsson	9:57:08_AM	16/6/2019	10059	good	94.2	Lysis_first	ERS16366181	sample processed and sequenced
SKAMHX	TNGTPF	2.1674	Jan_Nilsson	11:40:04_AM	13/7/2019	Jan_Nilsson	6:06:09_PM	19/7/2019	9026	good	94.8	Lysis_first	ERS16366182	sample processed and sequenced
S7KFYG	TIAIK1	11.2324	Jan_Nilsson	9:41:08_AM	23/6/2019	Jan_Nilsson	2:17:46_PM	29/6/2019	8917	good	93.1	Lysis_last	ERS16366183	sample processed and sequenced
SN4USU	TRXMCY	3.7244	Richard_Olofsson	7:38:04_PM	2/6/2019	Richard_Olofsson	10:17:56_AM	9/6/2019	9520	good	94.1	Lysis_first	ERS16366184	sample processed and sequenced
STEZK6	T2LIWT	1.8764	Haldor_Lorimer-Olsson	9:42:00_AM	3/8/2019	Haldor_Lorimer-Olsson	11:02:00_AM	10/8/2019	10160	acceptable	93.8	Lysis_first	ERS16366185	sample processed and sequenced
SER5TE	TE8FGF	0.9854	Johan_Martinelli	1:30:00_PM	29/6/2019	Johan_Martinelli	11:40:00_AM	6/7/2019	9970	good	68	Lysis_first	ERS16366186	sample processed and sequenced
SBWQGX	T8IKAG	10.5604	Martin_Nehmann	9:15:18_AM	22/6/2019	Martin_Nehmann	3:37:16_PM	29/6/2019	10462	good	93.1	Lysis_last	ERS16366187	sample processed and sequenced
SBK9FW	TV6Z5Y	7.8774	Jan_Nilsson	8:02:57_AM	7/7/2019	Jan_Nilsson	10:44:10_AM	13/7/2019	8801	good	93.8	Lysis_first	ERS16366188	sample processed and sequenced
SPX8XD	TNGTPF	4.9264	Jan_Nilsson	3:02:30_PM	29/6/2019	Jan_Nilsson	9:02:32_AM	7/7/2019	11160	good	94.2	Lysis_first	ERS16366189	sample processed and sequenced
SCPTE6	TYKZSN	2.7114	Jan_Nilsson	4:22:30_PM	2/8/2019	Jan_Nilsson	4:46:55_PM	9/8/2019	10104	good	94.8	Lysis_first	ERS16366190	sample processed and sequenced
SXXNFF	TRNGSD	8.8834	Johan_Martinelli	11:30:00_AM	6/7/2019	Johan_Martinelli	9:46:00_AM	13/7/2019	9976	good	89.1	Lysis_first	ERS16366191	sample processed and sequenced
SNLT4C	TYKZSN	3.2104	Jan_Nilsson	5:21:37_PM	19/7/2019	Jan_Nilsson	2:43:49_PM	27/7/2019	11362	good	94.5	Lysis_last	ERS16366192	sample processed and sequenced
SMMFDA	TPFJTD	2.8014	Amanda_Brising	7:47:00_AM	4/5/2019	Amanda_Brising	8:19:14_AM	11/5/2019	10112	good	94.8	Lysis_first	ERS16366193	sample processed and sequenced
SXFRYE	TSJUPI	1.3934	Johan_Martinelli	2:15:00_PM	29/6/2019	Johan_Martinelli	11:50:00_AM	6/7/2019	9935	good	57.8	Lysis_first	ERS16366194	sample processed and sequenced
SDN11U	THFUHH	7.1074	Anders_Borgehed	11:57:58_AM	14/9/2019	Anders_Borgehed	11:54:01_AM	22/9/2019	11516	good	94.1	Lysis_last	ERS16366195	sample processed and sequenced
SCKSPR	TIAIK1	7.3074	Jan_Nilsson	2:18:35_PM	29/6/2019	Jan_Nilsson	8:26:50_AM	7/7/2019	11168	good	88.6	Lysis_first	ERS16366196	sample processed and sequenced
SZQCXI	T9MYFJ	6.5294	Johan_Martinelli	11:10:00_AM	6/7/2019	Johan_Martinelli	9:22:00_AM	13/7/2019	9972	good	83.9	Lysis_first	ERS16366197	sample processed and sequenced
SDJPFE	TNGTPF	3.2564	Jan_Nilsson	9:02:53_AM	7/7/2019	Jan_Nilsson	11:39:45_AM	13/7/2019	8797	good	95	Lysis_first	ERS16366198	sample processed and sequenced
STZ5NP	T2LIWT	5.9784	Johan_Martinelli	12:00:00_PM	6/7/2019	Johan_Martinelli	10:32:00_AM	13/7/2019	9992	good	91.1	Lysis_first	ERS16366199	sample processed and sequenced
SAZ8CK	TYKZSN	5.1894	Jan_Nilsson	4:00:06_PM	13/9/2019	Jan_Nilsson	2:23:49_PM	22/9/2019	12864	good	94.3	Lysis_last	ERS16366200	sample processed and sequenced
SAUCAS	TIRXWF	3.6974	Richard_Olofsson	4:38:41_PM	2/6/2019	Richard_Olofsson	9:25:03_AM	9/6/2019	9646	good	94.3	Lysis_first	ERS16366201	sample processed and sequenced
SEPLVL	T7RGYH	0.2014	Emma_Sjoegren	12:28:58_PM	6/1/2019	Emma_Sjoegren	9:36:07_AM	2/2/2019	38707	good	93.5	Lysis_first	ERS16366202	sample processed and sequenced
SGSUS5	TZQFGP	7.0664	Lennart_Fahlen	9:35:03_AM	20/7/2019	Lennart_Fahlen	11:00:00_AM	28/7/2019	11605	good	93.7	Lysis_last	ERS16366203	sample processed and sequenced
SAUKJ8	TIRXWF	6.1104	Jan_Nilsson	3:30:45_PM	29/6/2019	Jan_Nilsson	9:21:16_AM	7/7/2019	11151	good	94.2	Lysis_first	ERS16366204	sample processed and sequenced
S1BIBF	TIRXWF	5.4164	Richard_Olofsson	9:26:25_AM	9/6/2019	Richard_Olofsson	10:36:28_AM	16/6/2019	10150	good	93.7	Lysis_first	ERS16366205	sample processed and sequenced
S1DKBT	TIRXWF	2.8724	Jan_Nilsson	9:21:42_AM	7/7/2019	Jan_Nilsson	12:06:24_PM	13/7/2019	8805	good	94.8	Lysis_first	ERS16366206	sample processed and sequenced
SMXY2A	TRNGSD	7.7004	Haldor_Lorimer-Olsson	9:34:00_AM	27/7/2019	Haldor_Lorimer-Olsson	9:13:00_AM	3/8/2019	10059	acceptable	89.8	Lysis_first	ERS16366207	sample processed and sequenced
SVIXAN	TV6Z5Y	5.7904	Richard_Olofsson	5:13:10_PM	2/6/2019	Richard_Olofsson	10:52:29_AM	9/6/2019	9699	good	94	Lysis_first	ERS16366208	sample processed and sequenced
S62RVA	TE8FGF	2.5484	Johan_Martinelli	11:40:00_AM	6/7/2019	Johan_Martinelli	9:54:00_AM	13/7/2019	9974	good	92.1	Lysis_first	ERS16366209	sample processed and sequenced
SQI7NW	TNGTPF	1.7204	Jan_Nilsson	4:16:47_PM	13/9/2019	Jan_Nilsson	2:40:11_PM	22/9/2019	12863	good	94.7	Lysis_last	ERS16366210	sample processed and sequenced
SIEHVU	TZQFGP	3.9244	Anett_Wass	7:54:13_AM	23/6/2019	Anett_Wass	9:57:07_AM	29/6/2019	8763	good	94.7	Lysis_last	ERS16366211	sample processed and sequenced
SPELU8	TRXMCY	5.8834	Jan_Nilsson	8:36:02_AM	7/7/2019	Jan_Nilsson	11:16:59_AM	13/7/2019	8801	good	94.1	Lysis_first	ERS16366212	sample processed and sequenced
SBEURT	TLCIG9	5.8674	Sofie_Bjoerklund	9:18:12_AM	31/8/2019	Sofie_Bjoerklund	12:57:59_PM	8/9/2019	11740	good	93.5	Lysis_first	ERS16366213	sample processed and sequenced
SPRRRW	TIAIK1	3.5514	Jan_Nilsson	10:45:40_AM	27/10/2019	Jan_Nilsson	2:28:22_PM	21/12/2019	79423	poor	44.9	Lysis_first	ERS16366214	sample processed and sequenced
SHPZBT	TV6Z5Y	12.5664	Jan_Nilsson	2:51:30_PM	19/7/2019	Jan_Nilsson	1:20:02_PM	27/7/2019	11429	good	93.1	Lysis_last	ERS16366215	sample processed and sequenced
SLWRJK	TNGTPF	5.2044	Jan_Nilsson	10:16:57_AM	23/6/2019	Jan_Nilsson	3:02:06_PM	29/6/2019	8925	good	94.5	Lysis_last	ERS16366216	sample processed and sequenced
SFDCW9	TGATIM	2.3884	Haldor_Lorimer-Olsson	9:22:00_AM	27/7/2019	Haldor_Lorimer-Olsson	9:02:00_AM	3/8/2019	10060	acceptable	91.3	Lysis_first	ERS16366217	sample processed and sequenced
SKUNGZ	TGATIM	4.5114	Johan_Martinelli	11:20:00_AM	6/7/2019	Johan_Martinelli	9:32:00_AM	13/7/2019	9972	good	88.1	Lysis_first	ERS16366218	sample processed and sequenced
STTS37	TV6Z5Y	3.6104	Richard_Olofsson	10:52:42_AM	9/6/2019	Richard_Olofsson	9:25:52_AM	16/6/2019	9993	good	94.3	Lysis_first	ERS16366219	sample processed and sequenced
SH3NVT	TIRXWF	3.5504	Jan_Nilsson	12:06:55_PM	13/7/2019	Jan_Nilsson	5:43:03_PM	19/7/2019	8976	good	94.6	Lysis_first	ERS16366220	sample processed and sequenced
SQRG7Q	T9MYFJ	4.5594	Haldor_Lorimer-Olsson	9:14:00_AM	27/7/2019	Haldor_Lorimer-Olsson	8:55:00_AM	3/8/2019	10061	acceptable	86.1	Lysis_first	ERS16366221	sample processed and sequenced
SCFYMN	T8IKAG	6.7294	Martin_Nehmann	1:49:10_PM	17/8/2019	Martin_Nehmann	5:32:36_PM	24/8/2019	10303	good	93.9	Lysis_last	ERS16366222	sample processed and sequenced
SL4M89	TZRRMG	2.2224	Jimmy_Skord	12:30:52_PM	21/9/2019	Jimmy_Skord	3:28:37_PM	5/10/2019	20338	good	94.7	Lysis_first	ERS16366223	sample processed and sequenced
SD2BC1	TSEQHD	10.3564	Irene_Persson	8:23:52_AM	20/7/2019	Irene_Persson	9:59:35_AM	27/7/2019	10176	good	93.3	Lysis_last	ERS16366224	sample processed and sequenced
SFQEMQ	TYKZSN	8.4514	Richard_Olofsson	10:00:00_AM	16/6/2019	Jan_Nilsson	10:32:41_AM	23/6/2019	10113	good	93.8	Lysis_first	ERS16366225	sample processed and sequenced
SCAM1W	TE8FGF	2.9254	Haldor_Lorimer-Olsson	9:44:00_AM	27/7/2019	Haldor_Lorimer-Olsson	9:20:00_AM	3/8/2019	10056	acceptable	91.6	Lysis_first	ERS16366226	sample processed and sequenced
SL6CVI	TNGTPF	0.4044	Jan_Nilsson	4:58:16_PM	2/8/2019	Jan_Nilsson	5:17:36_PM	9/8/2019	10099	good	94.9	Lysis_first	ERS16366227	sample processed and sequenced
SP98IB	TNGTPF	11.6844	Richard_Olofsson	4:31:26_PM	2/6/2019	Richard_Olofsson	9:13:56_AM	9/6/2019	9642	good	93.5	Lysis_first	ERS16366228	sample processed and sequenced
SPJUHS	TV6Z5Y	6.2924	Jan_Nilsson	2:50:37_PM	13/9/2019	Jan_Nilsson	1:21:10_PM	22/9/2019	12871	acceptable	94	Lysis_last	ERS16366229	sample processed and sequenced
SRHGCM	T2LIWT	1.7784	Johan_Martinelli	3:00:00_PM	29/6/2019	Johan_Martinelli	12:00:00_PM	6/7/2019	9900	good	38.3	Lysis_first	ERS16366230	sample processed and sequenced
STIJGM	TEVVLD	10.9964	Irene_Persson	9:37:36_AM	22/6/2019	Irene_Persson	8:44:26_AM	30/6/2019	11467	good	92.9	Lysis_last	ERS16366231	sample processed and sequenced
S1YTTX	TRXMCY	5.6344	Richard_Olofsson	9:57:28_AM	16/6/2019	Jan_Nilsson	9:49:27_AM	23/6/2019	10072	good	93.9	Lysis_first	ERS16366232	sample processed and sequenced
SEG25D	TLCIG9	4.4964	Sofie_Bjoerklund	10:36:17_AM	12/5/2019	Sofie_Bjoerklund	6:16:15_PM	19/5/2019	10540	good	94.6	Lysis_first	ERS16366233	sample processed and sequenced
SEGRNC	TNGTPF	1.2994	Jan_Nilsson	5:18:01_PM	9/8/2019	Jan_Nilsson	6:27:37_PM	16/8/2019	10150	good	95	Lysis_first	ERS16366234	sample processed and sequenced
S4R9QT	TGATIM	6.4624	Johan_Martinelli	9:32:00_AM	13/7/2019	Johan_Martinelli	9:30:00_AM	20/7/2019	10078	good	94	Lysis_first	ERS16366235	sample processed and sequenced
SKRRNL	TYKZSN	5.1364	Jan_Nilsson	10:33:09_AM	23/6/2019	Jan_Nilsson	3:18:51_PM	29/6/2019	8926	good	94.4	Lysis_last	ERS16366236	sample processed and sequenced
S8BRUV	TV5KPB	0.9234	Karl_Gunnar Rosander	2:50:40_PM	5/1/2019	Karl_Gunnar Rosander	1:35:00_PM	2/2/2019	40244	good	92.2	Lysis_first	ERS16366237	sample processed and sequenced
S3T3W7	T8IKAG	8.9864	Martin_Nehmann	11:47:52_AM	20/7/2019	Martin_Nehmann	4:51:23_PM	27/7/2019	10384	good	93.8	Lysis_last	ERS16366238	sample processed and sequenced
SB3JQC	TDGFXV	16.979	Hasse_Henriksson	7:52:25_AM	30/3/2019	Hasse_Henriksson	8:21:06_AM	6/4/2019	10109	good	92.4	Lysis_last	ERS16366239	sample processed and sequenced
SKVHMG	THGUAX	2.844	Helene_Johansson	9:01:10_AM	25/5/2019	Helene_Johansson	9:53:05_AM	1/6/2019	10132	good	94.7	Lysis_last	ERS16366240	sample processed and sequenced
SKN1DI	TMLQED	2.133	Helene_Johansson	8:45:52_AM	25/5/2019	Helene_Johansson	9:38:11_AM	1/6/2019	10132	good	95	Lysis_last	ERS16366241	sample processed and sequenced
SVU7XA	TQNH2B	0.422	Lennart_Fahlen	8:26:52_AM	25/5/2019	Arne_Hall	8:54:22_AM	1/6/2019	10108	good	95.1	Lysis_last	ERS16366242	sample processed and sequenced
S8Y1XF	TI93DT	3.956	Pieter_Fuerst	9:45:40_AM	1/6/2019	Pieter_Fuerst	6:40:00_AM	8/6/2019	9894	good	94.4	Lysis_first	ERS16366243	sample processed and sequenced
SDG7BN	TCIHNW	5.339	Staffan_Aastroem	1:25:07_PM	24/8/2019	Staffan_Aastroem	1:17:21_PM	31/8/2019	10072	good	94.2	Lysis_first	ERS16366244	sample processed and sequenced
SJTVSV	TZXF7I	1.421	Staffan_Aastroem	1:53:34_PM	31/8/2019	Staffan_Aastroem	2:27:52_PM	7/9/2019	10114	good	94.9	Lysis_first	ERS16366245	sample processed and sequenced
SPVEP1	TMYD2K	6.956	Staffan_Aastroem	9:09:44_AM	7/7/2019	Staffan_Aastroem	8:51:35_AM	13/7/2019	8622	good	94.1	Lysis_first	ERS16366246	sample processed and sequenced
SCKJTC	TSTZUY	10.094	Thomas_Westin	6:30:00_AM	19/7/2019	Thomas_Westin	8:40:40_AM	26/7/2019	10211	good	93.2	Lysis_last	ERS16366247	sample processed and sequenced
S9YVQ4	TEVVLD	5.588	Irene_Persson	9:20:28_AM	31/3/2019	Irene_Persson	12:15:00_PM	7/4/2019	10255	good	94	Lysis_last	ERS16366248	sample processed and sequenced
SV2HML	TZDKD7	0.707	Johan_Durk	7:26:22_AM	29/3/2019	Johan_Durk	9:42:32_AM	6/4/2019	11656	good	95	Lysis_last	ERS16366249	sample processed and sequenced
SDATCU	TFLSK1	1.205	Johan_Durk	7:37:58_AM	29/3/2019	Johan_Durk	9:53:44_AM	6/4/2019	11656	good	95	Lysis_last	ERS16366250	sample processed and sequenced
SIKGKU	TJZEUI	5.349	Baatel_Enekvist	12:40:50_PM	25/5/2019	Baatel_Enekvist	12:29:45_PM	1/6/2019	10069	good	94.5	Lysis_last	ERS16366251	sample processed and sequenced
S997PE	TKMUNP	0.245	Staffan_Aastroem	2:13:10_PM	7/9/2019	Staffan_Aastroem	2:01:42_PM	14/9/2019	10069	good	95	Lysis_first	ERS16366252	sample processed and sequenced
SFMUIZ	TUPA8G	1.291	Johan_Durk	10:24:21_AM	27/4/2019	Johan_Durk	11:45:16_AM	5/5/2019	11601	poor	90.5	Lysis_last	ERS16366253	sample processed and sequenced
SUSI6A	TDGVY8	7.51	Olav_Bosma	1:14:47_PM	6/7/2019	Olav_Bosma	3:32:20_PM	13/7/2019	10218	good	93.5	Lysis_first	ERS16366254	sample processed and sequenced
SA1NHV	T5KGVY	5.287	Helene_Johansson	9:05:45_AM	25/5/2019	Helene_Johansson	9:57:53_AM	1/6/2019	10132	good	94.4	Lysis_last	ERS16366255	sample processed and sequenced
SJUJXD	TRH2QM	2.361	Baatel_Enekvist	12:59:12_PM	22/6/2019	Baatel_Enekvist	9:23:02_AM	29/6/2019	9864	good	94.9	Lysis_last	ERS16366256	sample processed and sequenced
SQW9GV	TFGCME	2.489	Baatel_Enekvist	12:50:14_PM	27/4/2019	Baatel_Enekvist	12:41:38_PM	4/5/2019	10071	good	94.7	Lysis_last	ERS16366257	sample processed and sequenced
SH6MJR	THFUHH	2.16	Anders_Borgehed	12:51:00_PM	27/4/2019	Anders_Borgehed	1:34:45_PM	4/5/2019	10124	good	95	Lysis_last	ERS16366258	sample processed and sequenced
SFPAYD	TCIHNW	3.681	Staffan_Aastroem	1:17:33_PM	31/8/2019	Staffan_Aastroem	1:57:43_PM	7/9/2019	10120	good	94.7	Lysis_first	ERS16366259	sample processed and sequenced
SHRUNT	TWSFGJ	1.847	Torbjoern_Hugg	11:28:20_AM	30/8/2019	Torbjoern_Hugg	8:16:24_AM	8/9/2019	12768	good	94.6	Lysis_first	ERS16366260	sample processed and sequenced
SYK5SN	THGUAX	1.753	Helene_Johansson	10:27:16_AM	30/3/2019	Helene_Johansson	7:37:02_AM	6/4/2019	9910	good	95.1	Lysis_last	ERS16366261	sample processed and sequenced
SMLRWX	T83QWB	10.825	Andreas_Karlsson	3:31:24_PM	27/7/2019	Andreas_Karlsson	12:12:17_PM	3/8/2019	9881	good	93.7	Lysis_first	ERS16366262	sample processed and sequenced
SXDNC8	T2KQJZ	7.382	Baatel_Enekvist	12:10:21_PM	27/4/2019	Baatel_Enekvist	12:07:32_PM	4/5/2019	10077	good	93.4	Lysis_last	ERS16366263	sample processed and sequenced
SMKBXR	TR9HSR	2.754	Thomas_Westin	4:13:00_PM	23/6/2019	Thomas_Westin	9:22:59_AM	28/6/2019	6790	good	94.1	Lysis_last	ERS16366264	sample processed and sequenced
SGTF1J	TAI56Z	2.713	Irene_Persson	9:26:39_AM	31/3/2019	Irene_Persson	12:20:44_PM	7/4/2019	10254	NA	94.2	Lysis_last	ERS16366265	sample processed and sequenced
SPNV4J	TMLQED	0.939	Helene_Johansson	8:23:31_AM	27/4/2019	Helene_Johansson	11:32:45_AM	4/5/2019	10269	good	95.1	Lysis_last	ERS16366266	sample processed and sequenced
SB31KP	TI93DT	3.288	Pieter_Fuerst	9:16:52_AM	3/8/2019	Pieter_Fuerst	9:25:51_AM	9/8/2019	8649	good	94.4	Lysis_first	ERS16366267	sample processed and sequenced
SVJXAR	TSSMCA	0.925	Staffan_Aastroem	12:45:05_PM	21/9/2019	Staffan_Aastroem	1:08:46_PM	28/9/2019	10104	good	90.1	Lysis_first	ERS16366268	sample processed and sequenced
SRRRZY	TMLQED	2.399	Helene_Johansson	10:09:22_AM	30/3/2019	Helene_Johansson	7:17:39_AM	6/4/2019	9908	good	95.1	Lysis_last	ERS16366269	sample processed and sequenced
SXVMEZ	T83QWB	4.836	Andreas_Karlsson	1:45:35_PM	9/8/2019	Andreas_Karlsson	12:10:23_PM	16/8/2019	9985	good	94.5	Lysis_first	ERS16366270	sample processed and sequenced
SPSWWW	T2KQJZ	8.599	Baatel_Enekvist	10:04:49_AM	30/3/2019	Baatel_Enekvist	12:00:26_PM	6/4/2019	10196	good	92.2	Lysis_last	ERS16366271	sample processed and sequenced
SRAQXC	TGX4C7	2.059	Baatel_Enekvist	1:02:46_PM	25/5/2019	Baatel_Enekvist	12:50:03_PM	1/6/2019	10067	good	93.9	Lysis_last	ERS16366272	sample processed and sequenced
SYUKWP	TKLVMZ	0.304	Baatel_Enekvist	12:22:53_PM	25/5/2019	Baatel_Enekvist	12:13:11_PM	1/6/2019	10070	good	94.9	Lysis_last	ERS16366273	sample processed and sequenced
SRGFXN	TXLZ8M	3.573	Curt_Malting	10:55:43_AM	10/8/2019	Curt_Malting	9:47:33_AM	17/8/2019	10012	good	94.2	Lysis_first	ERS16366274	sample processed and sequenced
S8SFX8	TMYD2K	1.862	Staffan_Aastroem	1:44:22_PM	31/8/2019	Staffan_Aastroem	2:19:52_PM	7/9/2019	10116	good	94.8	Lysis_first	ERS16366275	sample processed and sequenced
S2CZ5C	TGX4C7	1.574	Baatel_Enekvist	12:55:42_PM	27/4/2019	Baatel_Enekvist	12:47:07_PM	4/5/2019	10071	good	94.3	Lysis_last	ERS16366276	sample processed and sequenced
SBVWH5	TLY1VQ	6.097	Anneli_Johansson	7:42:34_AM	3/8/2019	Anneli_Johansson	6:42:53_AM	10/8/2019	10020	good	94.3	Lysis_first	ERS16366277	sample processed and sequenced
STK89R	T2KQJZ	2.72	Baatel_Enekvist	12:14:44_PM	25/5/2019	Baatel_Enekvist	12:06:27_PM	1/6/2019	10072	good	93.9	Lysis_last	ERS16366278	sample processed and sequenced
SSHMFQ	TSTZUY	1.794	Thomas_Westin	3:33:00_PM	23/6/2019	Thomas_Westin	8:03:13_AM	28/6/2019	6750	acceptable	94.5	Lysis_last	ERS16366279	sample processed and sequenced
SDT2C2	TQNH2B	1.17	Lennart_Fahlen	4:21:47_PM	27/4/2019	Arne_Hall	8:18:15_AM	4/5/2019	9596	good	95.1	Lysis_last	ERS16366280	sample processed and sequenced
SUZRIB	TGX4C7	19.502	Baatel_Enekvist	11:15:30_AM	30/3/2019	Baatel_Enekvist	12:51:31_PM	6/4/2019	10176	good	91.6	Lysis_last	ERS16366281	sample processed and sequenced
SXFDPK	TKMUNP	3.089	Staffan_Aastroem	1:40:47_PM	24/8/2019	Staffan_Aastroem	1:33:41_PM	31/8/2019	10073	good	94.6	Lysis_first	ERS16366282	sample processed and sequenced
SSNDYA	T7VH4H	2.102	Pieter_Fuerst	10:29:15_AM	16/6/2019	Pieter_Fuerst	9:02:12_AM	23/6/2019	9993	good	94.7	Lysis_first	ERS16366283	sample processed and sequenced
SEG9JD	TZXF7I	0.938	Staffan_Aastroem	2:01:21_PM	24/8/2019	Staffan_Aastroem	1:53:23_PM	31/8/2019	10072	good	94.9	Lysis_first	ERS16366284	sample processed and sequenced
STP8MH	TDGVY8	7.326	Olav_Bosma	5:05:01_PM	15/6/2019	Olav_Bosma	1:32:17_PM	23/6/2019	11307	good	93.7	Lysis_first	ERS16366285	sample processed and sequenced
SNZDKX	TM4GA9	5.269	Helene_Johansson	8:50:28_AM	25/5/2019	Helene_Johansson	9:42:28_AM	1/6/2019	10132	good	94.1	Lysis_last	ERS16366286	sample processed and sequenced
SES8GA	TZZ9UM	4.737	Johan_Durk	6:42:41_AM	29/3/2019	Johan_Durk	10:46:03_AM	6/4/2019	11763	good	92	Lysis_last	ERS16366287	sample processed and sequenced
SDIKLM	TKLVMZ	0.817	Baatel_Enekvist	12:17:12_PM	27/4/2019	Baatel_Enekvist	12:13:37_PM	4/5/2019	10076	good	94.9	Lysis_last	ERS16366288	sample processed and sequenced
S1IKGI	TMYD2K	11.382	Staffan_Aastroem	1:49:07_PM	24/8/2019	Staffan_Aastroem	1:44:12_PM	31/8/2019	10075	good	93.6	Lysis_first	ERS16366289	sample processed and sequenced
